gene_id,gene_symbol,typeofgene,mito,length,intron_count,exon_count,fpkm
100861522,LINC00489,ncRNA,0,543,0,0,0
285708,LINC00491,ncRNA,0,1796,0,0,0
100861468,LINC00492,ncRNA,0,593,0,0,0
388789,LINC00493,ncRNA,0,493,0,0,0
284749,LINC00494,ncRNA,0,3592,0,0,0
100874047,LINC00499,ncRNA,0,541,0,0,0
100820709,LINC00501,ncRNA,0,2063,0,0,0
100874184,LINC00502,ncRNA,0,540,0,0,0
201853,LINC00504,ncRNA,0,4672,0,0,0
100846978,LINC00506,ncRNA,0,4740,0,0,0
100862680,LINC00507,ncRNA,0,2129,0,0,0
104472718,LINC00508,ncRNA,0,1428,0,0,0
400619,LINC00511,ncRNA,0,2265,0,0,0
283875,LINC00514,ncRNA,0,3221,0,0,0
282566,LINC00515,ncRNA,0,450,0,0,0
221718,LINC00518,ncRNA,0,3018,0,0,0
645687,LINC00520,ncRNA,0,2069,0,0,0
256369,LINC00521,ncRNA,0,3516,0,0,0
283601,LINC00523,ncRNA,0,1627,0,0,0
338002,LINC00524,ncRNA,0,418,0,0,0
84847,LINC00525,ncRNA,0,1188,0,0,0
147525,LINC00526,ncRNA,0,1306,0,0,0
200298,LINC00528,ncRNA,0,2192,0,0,0
100874052,LINC00534,ncRNA,0,869,0,0,0
642924,LINC00535,ncRNA,0,1914,6,0,0
100859921,LINC00536,ncRNA,0,2692,1,0,0
100861504,LINC00538,ncRNA,0,1906,0,0,0
100652865,LINC00539,ncRNA,0,984,0,0,0
100506622,LINC00540,ncRNA,0,2143,0,0,0
440131,LINC00544,ncRNA,0,696,0,0,0
440132,LINC00545,ncRNA,0,400,0,0,0
400121,LINC00547,ncRNA,0,3314,0,0,0
400123,LINC00548,ncRNA,0,2551,0,0,0
338862,LINC00550,ncRNA,0,3434,0,0,0
283483,LINC00551,ncRNA,0,1967,0,0,0
100130386,LINC00552,ncRNA,0,2579,0,0,0
100861542,LINC00554,ncRNA,0,3011,0,0,0
100861544,LINC00557,ncRNA,0,1279,0,0,0
100861552,LINC00558,ncRNA,0,3163,0,0,0
100874187,LINC00559,ncRNA,0,3865,0,0,0
100861553,LINC00560,ncRNA,0,2404,0,0,0
100861549,LINC00562,ncRNA,0,2470,0,0,0
100861554,LINC00563,ncRNA,0,1400,0,0,0
100861546,LINC00564,ncRNA,0,1119,0,0,0
100861555,LINC00565,ncRNA,0,2478,0,0,0
100874055,LINC00570,ncRNA,0,1330,0,0,0
100874188,LINC00571,ncRNA,0,521,0,0,0
100861573,LINC00572,ncRNA,0,575,0,0,0
80069,LINC00574,ncRNA,0,2566,0,0,0
439934,LINC00575,ncRNA,0,910,0,0,0
100113403,LINC00577,ncRNA,0,575,0,0,0
100505566,LINC00578,ncRNA,0,1222,1,0,0
100874531,LINC00581,ncRNA,0,987,0,0,0
100287814,LINC00582,ncRNA,0,597,0,0,0
100113404,LINC00583,ncRNA,0,384,0,0,0
414319,LINC00587,ncRNA,0,584,0,0,0
26138,LINC00588,ncRNA,0,1875,0,0,0
619351,LINC00589,ncRNA,0,1399,0,0,0
283404,LINC00592,ncRNA,0,1053,0,0,0
414926,LINC00593,ncRNA,0,1330,0,0,0
414243,LINC00595,ncRNA,0,874,0,0,0
81698,LINC00597,ncRNA,0,1512,0,0,0
646982,LINC00598,ncRNA,0,5359,0,0,0
157627,LINC00599,ncRNA,0,2922,0,0,0
101101772,LINC00601,ncRNA,0,1168,619,0,0
441177,LINC00602,ncRNA,0,2065,0,0,0
102467077,LINC00603,ncRNA,0,562,0,0,0
100131366,LINC00605,ncRNA,0,1558,0,0,0
285370,LINC00606,ncRNA,0,2869,0,0,0
646324,LINC00607,ncRNA,0,3690,0,0,0
151300,LINC00608,ncRNA,0,1556,0,0,0
101101773,LINC00609,ncRNA,0,583,0,0,0
253128,LINC00612,ncRNA,0,2210,1,0,0
100507528,LINC00613,ncRNA,0,549,0,0,0
439916,LINC00615,ncRNA,0,1406,0,0,0
641365,LINC00616,ncRNA,0,2017,0,0,0
145249,LINC00618,ncRNA,0,361,0,0,0
414260,LINC00619,ncRNA,0,1121,0,0,0
285375,LINC00620,ncRNA,0,994,0,0,0
100996930,LINC00621,ncRNA,0,2279,0,0,0
644242,LINC00622,ncRNA,0,1590,0,0,0
728855,LINC00623,ncRNA,0,3694,0,0,0
100289211,LINC00624,ncRNA,0,3372,0,0,0
79100,LINC00626,ncRNA,0,955,0,0,0
127841,LINC00628,ncRNA,0,1290,0,0,0
100506757,LINC00629,ncRNA,0,1333,0,0,0
100287765,LINC00630,ncRNA,0,2117,0,0,0
286411,LINC00632,ncRNA,0,2951,299,0,0
100129515,LINC00633,ncRNA,0,632,0,0,0
339674,LINC00634,ncRNA,0,1506,0,0,0
151658,LINC00635,ncRNA,0,1760,0,0,0
285205,LINC00636,ncRNA,0,1307,0,0,0
145216,LINC00637,ncRNA,0,2056,0,0,0
196872,LINC00638,ncRNA,0,2518,0,0,0
283547,LINC00639,ncRNA,0,4306,0,0,0
283553,LINC00640,ncRNA,0,674,0,0,0
283624,LINC00641,ncRNA,0,5715,0,0,0
400238,LINC00642,ncRNA,0,709,0,0,0
646113,LINC00643,ncRNA,0,6636,0,229,92.68
101954204,LINC00644,ncRNA,0,295,0,0,0
100505967,LINC00645,ncRNA,0,3535,0,0,0
100506433,LINC00648,ncRNA,0,2886,36,0,0
100506334,LINC00649,ncRNA,0,2567,0,0,0
29075,LINC00652,ncRNA,0,1799,1,0,0
149837,LINC00654,ncRNA,0,3591,0,0,0
200261,LINC00656,ncRNA,0,1911,0,0,0
647979,LINC00657,ncRNA,0,5343,0,1,0.5
100507629,LINC00658,ncRNA,0,1639,0,0,0
100652730,LINC00659,ncRNA,0,706,0,0,0
126536,LINC00661,ncRNA,0,3342,0,0,0
148189,LINC00662,ncRNA,0,2051,0,0,0
284440,LINC00663,ncRNA,0,2372,0,0,0
400680,LINC00664,ncRNA,0,3760,0,0,0
100506930,LINC00665,ncRNA,0,2225,0,0,0
339290,LINC00667,ncRNA,0,3979,0,0,0
400643,LINC00668,ncRNA,0,1751,0,0,0
647946,LINC00669,ncRNA,0,2147,0,0,0
284034,LINC00670,ncRNA,0,2767,0,0,0
388387,LINC00671,ncRNA,0,1844,0,0,0
100505576,LINC00672,ncRNA,0,3692,0,0,0
100499467,LINC00673,ncRNA,0,2257,789,0,0
100499466,LINC00674,ncRNA,0,11193,0,0,0
100289255,LINC00675,ncRNA,0,1530,0,0,0
101409253,LINC00676,ncRNA,0,509,0,0,0
101410541,LINC00678,ncRNA,0,962,0,0,0
101409254,LINC00681,ncRNA,0,504,0,0,0
101927074,LINC00682,ncRNA,0,1425,0,0,0
400660,LINC00683,ncRNA,0,2221,0,0,0
100129407,LINC00684,ncRNA,0,465,0,0,0
283981,LINC00685,ncRNA,0,2188,0,0,0
728450,LINC00687,ncRNA,0,524,0,0,0
154822,LINC00689,ncRNA,0,4013,0,0,0
100996597,LINC00690,ncRNA,0,1367,0,0,0
152024,LINC00691,ncRNA,0,2241,0,0,0
285326,LINC00692,ncRNA,0,930,0,0,0
645206,LINC00693,ncRNA,0,1654,286,0,0
100128378,LINC00696,ncRNA,0,3019,0,0,0
285401,LINC00698,ncRNA,0,1836,0,0,0
282980,LINC00700,ncRNA,0,2097,0,0,0
399708,LINC00701,ncRNA,0,5505,0,0,0
100652988,LINC00702,ncRNA,0,565,0,0,0
100507059,LINC00703,ncRNA,0,2598,0,0,0
100216001,LINC00704,ncRNA,0,1394,0,0,0
338588,LINC00705,ncRNA,0,1016,0,0,0
100652997,LINC00706,ncRNA,0,703,0,0,0
100507127,LINC00707,ncRNA,0,3070,0,0,0
100507143,LINC00708,ncRNA,0,916,0,0,0
100507163,LINC00709,ncRNA,0,714,0,0,0
254312,LINC00710,ncRNA,0,1112,0,0,0
101927774,LINC00824,ncRNA,0,3989,0,0,0
101929052,LINC00836,ncRNA,0,2981,0,0,0
100507605,LINC00837,ncRNA,0,4014,0,0,0
100505583,LINC00838,ncRNA,0,2958,0,0,0
84856,LINC00839,ncRNA,0,2306,0,0,0
100506835,LINC00840,ncRNA,0,1974,0,0,0
283033,LINC00841,ncRNA,0,981,0,0,0
643650,LINC00842,ncRNA,0,2872,0,0,0
100507008,LINC00844,ncRNA,0,659,0,0,0
100507058,LINC00845,ncRNA,0,693,0,0,0
729678,LINC00847,ncRNA,0,2082,0,0,0
101241891,LINC00850,ncRNA,0,685,0,0,0
440757,LINC00851,ncRNA,0,727,0,0,0
84657,LINC00852,ncRNA,0,1328,0,0,0
100874253,LINC00853,ncRNA,0,661,0,0,0
100874261,LINC00854,ncRNA,0,978,0,0,0
100132987,LINC00856,ncRNA,0,2815,0,0,0
439990,LINC00857,ncRNA,0,2161,0,0,0
170425,LINC00858,ncRNA,0,2685,0,0,0
100130231,LINC00861,ncRNA,0,5557,0,0,0
554279,LINC00862,ncRNA,0,1417,0,0,0
728218,LINC00864,ncRNA,0,1195,0,0,0
643529,LINC00865,ncRNA,0,4289,0,0,0
100505561,LINC00866,ncRNA,0,418,3,0,0
100506126,LINC00867,ncRNA,0,580,0,0,0
57234,LINC00869,ncRNA,0,6770,0,0,0
201617,LINC00870,ncRNA,0,2700,0,0,0
100506412,LINC00871,ncRNA,0,1195,0,0,0
285286,LINC00877,ncRNA,0,2315,0,0,0
255025,LINC00879,ncRNA,0,1041,0,0,0
339894,LINC00880,ncRNA,0,2016,0,0,0
100498859,LINC00881,ncRNA,0,791,0,0,0
100302640,LINC00882,ncRNA,0,603,0,0,0
344595,LINC00883,ncRNA,0,4114,89,0,0
401106,LINC00884,ncRNA,0,1123,0,0,0
401109,LINC00885,ncRNA,0,1828,1,0,0
730091,LINC00886,ncRNA,0,3337,0,0,0
100131551,LINC00887,ncRNA,0,3014,0,0,0
100505687,LINC00888,ncRNA,0,1672,0,0,0
158696,LINC00889,ncRNA,0,2908,0,0,0
401613,LINC00890,ncRNA,0,4595,0,0,0
441501,LINC00891,ncRNA,0,1064,0,0,0
100128420,LINC00892,ncRNA,0,689,0,0,0
100131434,LINC00893,ncRNA,0,2351,0,0,0
100272228,LINC00894,ncRNA,0,3182,0,0,0
150185,LINC00895,ncRNA,0,710,0,0,0
150197,LINC00896,ncRNA,0,2206,0,0,0
400932,LINC00898,ncRNA,0,4185,0,0,0
100271722,LINC00899,ncRNA,0,1610,0,0,0
283143,LINC00900,ncRNA,0,2245,0,0,0
100506724,LINC00901,ncRNA,0,1452,0,0,0
100652909,LINC00904,ncRNA,0,471,0,0,0
148231,LINC00905,ncRNA,0,1815,0,0,0
148145,LINC00906,ncRNA,0,3444,0,0,0
284260,LINC00907,ncRNA,0,8505,0,0,0
284276,LINC00908,ncRNA,0,2243,0,0,0
400657,LINC00909,ncRNA,0,3474,0,0,0
100130581,LINC00910,ncRNA,0,4499,0,0,0
100996280,LINC00911,ncRNA,0,591,0,0,0
732275,LINC00917,ncRNA,0,2618,0,0,0
100505619,LINC00919,ncRNA,0,1658,0,0,0
100505865,LINC00920,ncRNA,0,913,0,0,0
283876,LINC00921,ncRNA,0,2443,0,0,0
283867,LINC00922,ncRNA,0,1760,0,0,0
91948,LINC00923,ncRNA,0,1517,0,0,0
145820,LINC00924,ncRNA,0,2684,0,0,0
254559,LINC00925,ncRNA,0,4198,0,1,0.64
283663,LINC00926,ncRNA,0,2516,0,0,0
283688,LINC00927,ncRNA,0,2915,1,0,0
283761,LINC00928,ncRNA,0,2388,0,0,0
503519,LINC00929,ncRNA,0,1585,0,0,0
100144604,LINC00930,ncRNA,0,1762,0,0,0
100506874,LINC00933,ncRNA,0,2775,0,0,0
144742,LINC00934,ncRNA,0,2291,0,0,0
255411,LINC00935,ncRNA,0,658,0,0,0
338758,LINC00936,ncRNA,0,2998,0,0,0
389634,LINC00937,ncRNA,0,662,0,0,0
400027,LINC00938,ncRNA,0,2202,0,0,0
400084,LINC00939,ncRNA,0,2082,0,0,0
100271702,LINC00940,ncRNA,0,2352,0,0,0
100287314,LINC00941,ncRNA,0,1895,0,0,0
100292680,LINC00942,ncRNA,0,2244,0,0,0
100507206,LINC00943,ncRNA,0,2261,0,0,0
387895,LINC00944,ncRNA,0,621,0,0,0
101930746,LINC00945,ncRNA,0,849,0,0,0
92973,LINC00950,ncRNA,0,5245,0,0,0
401260,LINC00951,ncRNA,0,3122,0,0,0
400946,LINC00954,ncRNA,0,3015,0,0,0
285492,LINC00955,ncRNA,0,2483,0,0,0
255031,LINC00957,ncRNA,0,1857,0,0,0
100506305,LINC00958,ncRNA,0,1559,1,0,0
387723,LINC00959,ncRNA,0,2673,0,0,0
401074,LINC00960,ncRNA,0,1443,0,0,0
158376,LINC00961,ncRNA,0,1546,0,0,0
100506190,LINC00963,ncRNA,0,2119,1,0,0
157381,LINC00964,ncRNA,0,3579,0,0,0
349196,LINC00965,ncRNA,0,2874,0,0,0
100505659,LINC00967,ncRNA,0,1503,0,0,0
100507632,LINC00968,ncRNA,0,2521,0,0,0
440993,LINC00969,ncRNA,0,940,0,0,0
101978719,LINC00970,ncRNA,0,1129,0,0,0
440970,LINC00971,ncRNA,0,7309,2,0,0
147093,LINC00974,ncRNA,0,2141,0,0,0
728724,LINC00977,ncRNA,0,1153,0,0,0
440556,LINC00982,ncRNA,0,3864,0,0,0
100499405,LINC00987,ncRNA,0,2469,0,0,0
100506035,LINC00989,ncRNA,0,2054,0,0,0
728342,LINC00992,ncRNA,0,3091,0,0,0
101929520,LINC00993,ncRNA,0,654,0,0,0
100287879,LINC00994,ncRNA,0,2129,0,0,0
285972,LINC00996,ncRNA,0,2043,0,0,0
401321,LINC00997,ncRNA,0,4639,0,0,0
401397,LINC00998,ncRNA,0,1127,0,0,0
399744,LINC00999,ncRNA,0,5253,0,0,0
402483,LINC01000,ncRNA,0,10263,0,0,0
100133161,LINC01001,ncRNA,0,4614,0,0,0
399844,LINC01002,ncRNA,0,4874,0,0,0
100128822,LINC01003,ncRNA,0,1422,0,514,970.73
100216546,LINC01004,ncRNA,0,9419,0,0,0
100506050,LINC01005,ncRNA,0,2893,0,0,0
100506380,LINC01006,ncRNA,0,758,0,0,0
100506527,LINC01007,ncRNA,0,2765,0,0,0
154092,LINC01010,ncRNA,0,2062,1,0,0
401232,LINC01011,ncRNA,0,2809,0,0,0
100507173,LINC01012,ncRNA,0,3294,0,0,0
100507254,LINC01013,ncRNA,0,1002,0,0,0
100874330,LINC01014,ncRNA,0,548,0,0,0
100507362,LINC01015,ncRNA,0,2791,0,0,0
100507584,LINC01016,ncRNA,0,3151,0,0,0
102467075,LINC01017,ncRNA,0,625,0,0,0
255167,LINC01018,ncRNA,0,3366,0,0,0
285577,LINC01019,ncRNA,0,3199,0,0,0
340094,LINC01020,ncRNA,0,1751,0,0,0
643401,LINC01021,ncRNA,0,1106,0,0,0
100652853,LINC01023,ncRNA,0,437,0,0,0
100505636,LINC01024,ncRNA,0,3138,0,0,0
101928141,LINC01028,ncRNA,0,1173,0,0,0
101927715,LINC01029,ncRNA,0,1313,0,0,0
101937451,LINC01030,ncRNA,0,765,0,0,0
101929184,LINC01031,ncRNA,0,779,0,0,0
102724954,LINC01032,ncRNA,0,435,0,0,0
104355136,LINC01033,ncRNA,0,715,1,0,0
104169671,LINC01036,ncRNA,0,750,0,0,0
102724076,LINC01038,ncRNA,0,457,0,0,0
104355149,LINC01039,ncRNA,0,3939,0,0,0
101928752,LINC01043,ncRNA,0,7314,0,0,0
104266956,LINC01044,ncRNA,0,657,0,0,0
103689843,LINC01046,ncRNA,0,405,0,0,0
103695431,LINC01048,ncRNA,0,529,0,0,0
101927224,LINC01049,ncRNA,0,1003,0,0,0
103689845,LINC01050,ncRNA,0,760,0,0,0
102723318,LINC01053,ncRNA,0,1777,0,0,0
104355150,LINC01054,ncRNA,0,316,0,0,0
103752581,LINC01055,ncRNA,0,706,0,0,0
100144597,LINC01056,ncRNA,0,1234,0,0,0
101928079,LINC01057,ncRNA,0,1331,0,0,0
103724387,LINC01058,ncRNA,0,535,0,0,0
401164,LINC01060,ncRNA,0,483,0,0,0
401149,LINC01061,ncRNA,0,4818,0,0,0
101929769,LINC01063,ncRNA,0,457,0,0,0
102723875,LINC01065,ncRNA,0,565,0,0,0
103724388,LINC01068,ncRNA,0,636,0,0,0
101927176,LINC01069,ncRNA,0,2615,0,0,0
101928698,LINC01070,ncRNA,0,1289,0,0,0
104355137,LINC01072,ncRNA,0,431,0,0,0
103752583,LINC01075,ncRNA,0,669,0,0,0
101515984,LINC01080,ncRNA,0,622,251,0,0
101154687,LINC01081,ncRNA,0,736,0,0,0
100506542,LINC01082,ncRNA,0,441,0,0,0
152742,LINC01085,ncRNA,0,1984,0,0,0
101927994,LINC01087,ncRNA,0,3516,0,0,0
100505875,LINC01088,ncRNA,0,1011,1,0,0
338799,LINC01089,ncRNA,0,1521,0,0,0
104355152,LINC01090,ncRNA,0,496,0,0,0
285419,LINC01091,ncRNA,0,2775,0,0,0
100506229,LINC01093,ncRNA,0,1529,0,0,0
100505702,LINC01094,ncRNA,0,4286,0,0,0
100505545,LINC01095,ncRNA,0,1182,0,0,0
285548,LINC01096,ncRNA,0,1749,0,0,0
285547,LINC01097,ncRNA,0,2122,0,0,0
285501,LINC01098,ncRNA,0,1034,0,0,0
101928656,LINC01099,ncRNA,0,1871,0,0,0
730109,LINC01100,ncRNA,0,618,0,0,0
84931,LINC01101,ncRNA,0,2015,0,0,0
150568,LINC01102,ncRNA,0,1505,0,0,0
101927360,LINC01103,ncRNA,0,1459,0,0,0
150577,LINC01104,ncRNA,0,3115,0,0,0
150622,LINC01105,ncRNA,0,11868,0,0,0
151009,LINC01106,ncRNA,0,2182,0,0,0
151171,LINC01107,ncRNA,0,2420,0,0,0
102216342,LINC01108,ncRNA,0,3697,0,0,0
101926978,LINC01111,ncRNA,0,1663,97,0,0
284998,LINC01114,ncRNA,0,2437,0,0,0
339822,LINC01115,ncRNA,0,1519,0,0,0
375295,LINC01116,ncRNA,0,1058,0,0,0
102724224,LINC01117,ncRNA,0,656,0,0,0
388948,LINC01118,ncRNA,0,1043,0,0,0
100134259,LINC01119,ncRNA,0,1210,0,0,0
389043,LINC01120,ncRNA,0,3055,0,0,0
400952,LINC01121,ncRNA,0,1098,0,0,0
400955,LINC01122,ncRNA,0,4296,1,0,0
440894,LINC01123,ncRNA,0,2519,0,0,0
440925,LINC01124,ncRNA,0,2129,0,0,0
728537,LINC01125,ncRNA,0,1369,0,0,0
100129726,LINC01126,ncRNA,0,1645,0,0,0
100506328,LINC01127,ncRNA,0,996,0,0,0
643837,LINC01128,ncRNA,0,9333,11,1,0.29
100506810,LINC01132,ncRNA,0,3793,0,0,0
100505633,LINC01133,ncRNA,0,1138,0,0,0
100133612,LINC01134,ncRNA,0,1952,0,0,0
100131060,LINC01135,ncRNA,0,1123,0,0,0
730227,LINC01136,ncRNA,0,2741,0,0,0
728431,LINC01137,ncRNA,0,1427,0,0,0
388685,LINC01138,ncRNA,0,2052,25,0,0
339535,LINC01139,ncRNA,0,1531,0,0,0
339524,LINC01140,ncRNA,0,4743,0,0,0
339505,LINC01141,ncRNA,0,3783,0,0,0
284688,LINC01142,ncRNA,0,1725,0,0,0
104355141,LINC01143,ncRNA,0,650,0,0,0
400752,LINC01144,ncRNA,0,1710,0,0,0
283587,LINC01146,ncRNA,0,833,0,0,0
101927624,LINC01150,ncRNA,0,1203,0,0,0
104266958,LINC01151,ncRNA,0,571,0,0,0
102606463,LINC01152,ncRNA,0,3578,0,0,0
101927889,LINC01153,ncRNA,0,3275,0,0,0
100506421,LINC01158,ncRNA,0,2874,0,0,0
102682016,LINC01159,ncRNA,0,4073,0,0,0
100129269,LINC01160,ncRNA,0,1542,0,0,0
104355138,LINC01162,ncRNA,0,447,1,0,0
101927381,LINC01163,ncRNA,0,3011,0,0,0
399827,LINC01164,ncRNA,0,3384,0,0,0
101927590,LINC01166,ncRNA,0,2889,0,0,0
103695432,LINC01167,ncRNA,0,604,0,0,0
399829,LINC01168,ncRNA,0,5397,0,0,0
102723165,LINC01169,ncRNA,0,837,0,0,0
103724389,LINC01170,ncRNA,0,737,0,0,0
100506516,LINC01176,ncRNA,0,716,0,0,0
104355218,LINC01177,ncRNA,0,536,0,0,0
101928151,LINC01179,ncRNA,0,2163,0,0,0
101927017,LINC01180,ncRNA,0,2025,0,0,0
101929071,LINC01182,ncRNA,0,2228,0,0,0
728586,LINC01183,NA,0,11415,0,0,0
644873,LINC01184,ncRNA,0,2954,0,0,0
400957,LINC01185,ncRNA,0,1705,0,0,0
101927574,LINC01186,ncRNA,0,655,0,0,0
100507267,LINC01187,ncRNA,0,1334,0,0,0
643648,LINC01189,ncRNA,0,1169,0,0,0
440900,LINC01191,ncRNA,0,852,0,0,0
647107,LINC01192,ncRNA,0,1519,0,0,0
348120,LINC01193,ncRNA,0,3402,0,0,0
404663,LINC01194,ncRNA,0,624,0,0,0
104266959,LINC01195,ncRNA,0,448,0,0,0
400456,LINC01197,ncRNA,0,1380,0,0,0
101929344,LINC01198,ncRNA,0,935,0,0,0
104266960,LINC01201,ncRNA,0,294,1,0,0
104326188,LINC01202,ncRNA,0,697,1,0,0
100133123,LINC01203,ncRNA,0,580,0,0,0
101927528,LINC01204,ncRNA,0,4820,0,0,0
401082,LINC01205,ncRNA,0,4111,0,0,0
100996490,LINC01206,ncRNA,0,9559,0,0,0
100505989,LINC01207,ncRNA,0,3123,0,0,0
100505547,LINC01208,ncRNA,0,822,0,0,0
101928684,LINC01209,ncRNA,0,2400,0,0,0
100507274,LINC01210,ncRNA,0,1322,0,0,0
101927152,LINC01212,ncRNA,0,2027,0,0,0
101927992,LINC01213,ncRNA,0,606,0,0,0
101928022,LINC01214,ncRNA,0,918,0,0,0
101929623,LINC01215,ncRNA,0,2671,0,0,0
100874275,LINC01216,ncRNA,0,824,0,0,0
104355220,LINC01219,ncRNA,0,722,0,0,0
731223,LINC01220,ncRNA,0,490,0,0,0
104266961,LINC01221,ncRNA,0,662,0,0,0
102800316,LINC01222,ncRNA,0,768,0,0,0
104472717,LINC01224,ncRNA,0,2564,0,0,0
149086,LINC01225,NA,0,2113,0,0,0
284551,LINC01226,ncRNA,0,2741,0,0,0
101928276,LINC01227,ncRNA,0,1474,0,0,0
101928248,LINC01229,ncRNA,0,1315,0,0,0
102800446,LINC01230,ncRNA,0,499,0,0,0
101929247,LINC01231,ncRNA,0,1494,0,0,0
102725509,LINC01232,ncRNA,0,1817,0,0,0
100128139,LINC01233,ncRNA,0,613,0,0,0
100506465,LINC01234,ncRNA,0,2222,0,0,0
401492,LINC01235,ncRNA,0,2328,0,0,0
101927289,LINC01237,ncRNA,0,576,0,0,0
441389,LINC01239,ncRNA,0,2347,0,0,0
101929582,LINC01241,ncRNA,0,1237,0,0,0
401497,LINC01242,ncRNA,0,1255,0,0,0
101929620,LINC01243,ncRNA,0,721,0,0,0
102800315,LINC01246,ncRNA,0,588,0,0,0
101929390,LINC01247,ncRNA,0,4209,0,0,0
102723818,LINC01248,ncRNA,0,702,0,0,0
727982,LINC01249,ncRNA,0,2674,0,0,0
101927554,LINC01250,ncRNA,0,2344,0,0,0
101929688,LINC01251,ncRNA,0,486,0,0,0
338817,LINC01252,ncRNA,0,3673,0,0,0
101927350,LINC01254,ncRNA,0,1907,0,0,0
101927433,LINC01255,ncRNA,0,641,0,0,0
104355285,LINC01256,ncRNA,0,508,0,0,0
116437,LINC01257,ncRNA,0,2473,0,0,0
101928776,LINC01258,ncRNA,0,2059,1,0,0
79015,LINC01260,ncRNA,0,1157,0,0,0
101928971,LINC01262,ncRNA,0,878,0,0,0
104266963,LINC01264,ncRNA,0,500,0,0,0
101926904,LINC01265,ncRNA,0,800,0,0,0
101927215,LINC01266,ncRNA,0,3851,0,0,0
101927565,LINC01267,ncRNA,0,2284,0,0,0
285758,LINC01268,ncRNA,0,2751,0,0,0
103695436,LINC01269,ncRNA,0,602,0,0,0
284751,LINC01270,ncRNA,0,2278,0,0,0
101927586,LINC01271,ncRNA,0,2250,0,0,0
100506115,LINC01272,mRNA,0,2013,0,0,0
101927541,LINC01273,ncRNA,0,705,0,0,0
103106903,LINC01276,ncRNA,0,816,0,0,0
100507489,LINC01277,ncRNA,0,1903,0,0,0
92249,LINC01278,ncRNA,0,2886,339,0,0
100506621,LINC01279,ncRNA,0,5176,0,0,0
101928232,LINC01280,ncRNA,0,1617,0,0,0
286442,LINC01281,ncRNA,0,1773,0,0,0
101927449,LINC01282,ncRNA,0,880,0,0,0
101926971,LINC01284,ncRNA,0,732,0,0,0
101928287,LINC01285,ncRNA,0,837,0,0,0
103724390,LINC01287,ncRNA,0,1008,0,0,0
103689844,LINC01288,ncRNA,0,660,0,0,0
286184,LINC01289,ncRNA,0,3712,0,0,0
102724515,LINC01291,ncRNA,0,494,0,0,0
101927861,LINC01293,ncRNA,0,2984,0,0,0
642477,LINC01296,ncRNA,0,5322,0,0,0
619344,LINC01298,ncRNA,0,519,0,0,0
286186,LINC01299,ncRNA,0,2520,0,0,0
731779,LINC01300,ncRNA,0,796,0,0,0
100505532,LINC01301,ncRNA,0,3485,0,0,0
100505964,LINC01304,ncRNA,0,2416,1,0,0
285084,LINC01305,ncRNA,0,3123,0,0,0
104355286,LINC01307,ncRNA,0,474,0,0,0
104326190,LINC01309,ncRNA,0,492,0,0,0
100128946,LINC01310,ncRNA,0,4015,0,0,0
100652736,LINC01311,ncRNA,0,1127,0,0,0
154089,LINC01312,ncRNA,0,3517,0,0,0
100996492,LINC01314,ncRNA,0,6943,134,20,7.74
102723775,LINC01315,ncRNA,0,1239,0,0,0
104355287,LINC01317,ncRNA,0,772,0,0,0
104355288,LINC01320,ncRNA,0,1131,0,0,0
103695433,LINC01322,ncRNA,0,753,0,0,0
104355289,LINC01324,ncRNA,0,844,0,0,0
104310350,LINC01327,ncRNA,0,535,0,0,0
646168,LINC01330,NA,0,2680,0,0,0
104310351,LINC01331,ncRNA,0,568,1,0,0
101929082,LINC01333,ncRNA,0,784,0,0,0
102503429,LINC01335,ncRNA,0,389,0,0,0
104326191,LINC01336,ncRNA,0,534,0,0,0
103689917,LINC01337,ncRNA,0,443,0,0,0
102546175,LINC01338,ncRNA,0,632,0,0,0
101929495,LINC01339,ncRNA,0,573,0,0,0
102546227,LINC01340,ncRNA,0,729,0,0,0
149134,LINC01341,ncRNA,0,1123,0,0,0
254099,LINC01342,ncRNA,0,1620,0,0,0
339442,LINC01343,ncRNA,0,2283,0,0,0
400799,LINC01344,ncRNA,0,571,0,0,0
728716,LINC01346,ncRNA,0,568,0,0,0
731275,LINC01347,ncRNA,0,3834,13,0,0
731656,LINC01348,ncRNA,0,1000,0,0,0
100128787,LINC01349,ncRNA,0,824,0,0,0
101929093,LINC01350,ncRNA,0,604,0,0,0
101929120,LINC01351,ncRNA,0,1423,0,0,0
101929730,LINC01352,ncRNA,0,962,0,0,0
100506775,LINC01353,ncRNA,0,904,0,0,0
100506795,LINC01354,ncRNA,0,2860,0,0,0
100996511,LINC01355,ncRNA,0,3511,0,0,0
100996702,LINC01356,ncRNA,0,1824,0,0,0
101926925,LINC01358,ncRNA,0,471,0,0,0
101927084,LINC01359,ncRNA,0,1079,0,0,0
101927295,LINC01360,ncRNA,0,4180,0,0,0
101927498,LINC01361,ncRNA,0,1586,0,0,0
103283057,LINC01362,ncRNA,0,1050,0,0,0
101928484,LINC01363,ncRNA,0,1854,0,0,0
100505768,LINC01364,ncRNA,0,889,0,0,0
101927007,LINC01365,ncRNA,0,533,0,0,0
257358,LINC01366,ncRNA,0,2242,0,0,0
100505663,LINC01370,ncRNA,0,838,0,0,0
101929736,LINC01372,ncRNA,0,489,0,0,0
101926924,LINC01375,ncRNA,0,1860,0,0,0
400945,LINC01376,NA,0,9838,0,0,0
