target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
HFE,ENSG00000010704,0.10514490666079186,0.0,0.0,0.0,0.0,0.0,0.10514490666079186,0.0,homeostatic iron regulator
GPX3,ENSG00000211445,0.1048,0.0,0.0,0.0,0.0,0.0,0.1048,0.0,glutathione peroxidase 3
CLEC4C,ENSG00000198178,0.10450000000000001,0.0,0.0,0.0,0.0,0.0,0.10450000000000001,0.0,C-type lectin domain family 4 member C
CTNNB1,ENSG00000168036,0.10434166666666668,0.0,0.0,0.0,0.0,0.0,0.10434166666666668,0.0,catenin beta 1
GABRA1,ENSG00000022355,0.10397500000000001,0.0,0.0,0.1,0.0,0.0,0.0159,0.0,gamma-aminobutyric acid type A receptor alpha1 subunit
GAPDH,ENSG00000111640,0.1035977664820749,0.0,0.0,0.0,0.0,0.0,0.1035977664820749,0.0,glyceraldehyde-3-phosphate dehydrogenase
AQP4,ENSG00000171885,0.10336546270054361,0.0,0.0,0.0,0.0,0.0,0.10336546270054361,0.0,aquaporin 4
SLC2A4,ENSG00000181856,0.10260000000000001,0.0,0.0,0.0,0.0,0.0,0.10260000000000001,0.0,solute carrier family 2 member 4
GABRB2,ENSG00000145864,0.10200000000000001,0.0,0.0,0.1,0.0,0.0,0.008,0.0,gamma-aminobutyric acid type A receptor beta2 subunit
GABRD,ENSG00000187730,0.1015,0.0,0.0,0.1,0.0,0.0,0.006,0.0,gamma-aminobutyric acid type A receptor delta subunit
UCP2,ENSG00000175567,0.1015,0.0,0.0,0.0,0.0,0.0,0.1015,0.0,uncoupling protein 2
RARG,ENSG00000172819,0.101104911825,0.0,0.0,0.1,0.0,0.0044196473,0.0,0.0,retinoic acid receptor gamma
SRSF2,ENSG00000161547,0.101063910430839,0.0,0.0,0.0,0.0,0.0,0.101063910430839,0.0,serine and arginine rich splicing factor 2
P4HB,ENSG00000185624,0.10091995819968635,0.0,0.0,0.0,0.0,0.0,0.10091995819968635,0.0,prolyl 4-hydroxylase subunit beta
PPARGC1A,ENSG00000109819,0.10063338026630138,0.0,0.0,0.0,0.0,0.0,0.10063338026630138,0.0,PPARG coactivator 1 alpha
ADORA3,ENSG00000282608,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,adenosine A3 receptor
GABRQ,ENSG00000268089,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor theta subunit
GABRA5,ENSG00000186297,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor alpha5 subunit
GABRG3,ENSG00000182256,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor gamma3 subunit
ADORA2B,ENSG00000170425,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,adenosine A2b receptor
GABRB3,ENSG00000166206,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor beta3 subunit
ADORA1,ENSG00000163485,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,adenosine A1 receptor
GABRB1,ENSG00000163288,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor beta1 subunit
GABRG1,ENSG00000163285,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor gamma1 subunit
GABRA2,ENSG00000151834,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor alpha2 subunit
GABRA6,ENSG00000145863,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor alpha6 subunit
RARA,ENSG00000131759,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,retinoic acid receptor alpha
ADORA2A,ENSG00000128271,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,adenosine A2a receptor
HRH2,ENSG00000113749,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,histamine receptor H2
GABRG2,ENSG00000113327,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor gamma2 subunit
GABRA4,ENSG00000109158,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor alpha4 subunit
GABRE,ENSG00000102287,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor epsilon subunit
GABRP,ENSG00000094755,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor pi subunit
GABRA3,ENSG00000011677,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor alpha3 subunit
DNMT3A,ENSG00000119772,0.09902222222222223,0.0,0.0,0.0,0.0,0.0,0.09902222222222223,0.0,DNA methyltransferase 3 alpha
HSPA5,ENSG00000044574,0.0986179574829932,0.0,0.0,0.0,0.0,0.0,0.0986179574829932,0.0,heat shock protein family A (Hsp70) member 5
TMEM106B,ENSG00000106460,0.09847898750584531,0.0,0.0,0.0,0.0,0.0070525212,0.09671585720584532,0.0,transmembrane protein 106B
ATXN8OS,ENSG00000230223,0.0984,0.0,0.0,0.0,0.0,0.0,0.0984,0.0,ATXN8 opposite strand lncRNA
ACHE,ENSG00000087085,0.09839555141598853,0.0,0.0,0.0,0.0,0.0,0.09839555141598853,0.0,acetylcholinesterase (Cartwright blood group)
TNFRSF1A,ENSG00000067182,0.09785506308055557,0.0,0.0,0.0,0.0,0.0045300301000000005,0.09672255555555556,0.0,TNF receptor superfamily member 1A
LY6E,ENSG00000160932,0.09764574335102837,0.0,0.0,0.0,0.0,0.0,0.09764574335102837,0.0,lymphocyte antigen 6 family member E
NONO,ENSG00000147140,0.09763333333333334,0.0,0.0,0.0,0.0,0.0,0.09763333333333334,0.0,non-POU domain containing octamer binding
NTRK2,ENSG00000148053,0.0967095164399093,0.0,0.0,0.0,0.0,0.0,0.0967095164399093,0.0,neurotrophic receptor tyrosine kinase 2
BDNF,ENSG00000176697,0.09615708891363847,0.0,0.0,0.0,0.0,0.0,0.09615708891363847,0.0,brain derived neurotrophic factor
LIPG,ENSG00000101670,0.0935,0.0,0.0,0.0,0.0,0.0,0.0935,0.0,"lipase G, endothelial type"
CBS,ENSG00000160200,0.09287433169564122,0.0,0.0,0.0,0.0,0.0,0.09287433169564122,0.0,cystathionine-beta-synthase
IL2,ENSG00000109471,0.09286040238136885,0.0,0.0,0.0,0.0,0.0,0.09286040238136885,0.0,interleukin 2
LINC01291,ENSG00000204792,0.09284605000000001,0.0,0.0,0.0,0.0,0.09284605000000001,0.0,0.0,long intergenic non-protein coding RNA 1291
LGALS1,ENSG00000100097,0.09230083375483882,0.0,0.0,0.0,0.0,0.0056276896,0.09089391135483882,0.0,galectin 1
APOE,ENSG00000130203,0.09173111265273468,0.0,0.0,0.0,0.0,0.0,0.09173111265273468,0.0,apolipoprotein E
MT-ND2,ENSG00000198763,0.09140000000000001,0.0,0.0,0.0,0.0,0.0,0.09140000000000001,0.0,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
NUPL2,ENSG00000136243,0.09040000000000001,0.0,0.0,0.0,0.0,0.0,0.09040000000000001,0.0,nucleoporin like 2
TRPV1,ENSG00000196689,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,transient receptor potential cation channel subfamily V member 1
ZNF512B,ENSG00000196700,0.08987970748299322,0.0,0.0,0.0,0.0,0.0,0.08987970748299322,0.0,zinc finger protein 512B
MT-ND4,ENSG00000198886,0.0896,0.0,0.0,0.0,0.0,0.0,0.0896,0.0,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4
CHI3L1,ENSG00000133048,0.08918424795599492,0.0,0.0,0.0,0.0,0.0061467582638888895,0.0876475583900227,0.0,chitinase 3 like 1
PPIA,ENSG00000196262,0.08899652154195012,0.0,0.0,0.0,0.0,0.0,0.08899652154195012,0.0,peptidylprolyl isomerase A
NAMPT,ENSG00000105835,0.0888,0.0,0.0,0.0,0.0,0.0,0.0888,0.0,nicotinamide phosphoribosyltransferase
SIRT1,ENSG00000096717,0.08844772800375912,0.0,0.0,0.0,0.0,0.0,0.08844772800375912,0.0,sirtuin 1
JAK2,ENSG00000096968,0.0884,0.0,0.0,0.0,0.0,0.0,0.0884,0.0,Janus kinase 2
IFT74,ENSG00000096872,0.0879,0.0,0.0,0.0,0.0,0.0,0.0879,0.0,intraflagellar transport 74
TIMP1,ENSG00000102265,0.08603269306592971,0.0,0.0,0.0,0.0,0.0097361963,0.08359864399092971,0.0,TIMP metallopeptidase inhibitor 1
ZDHHC2,ENSG00000104219,0.08600000000000001,0.0,0.0,0.0,0.0,0.0,0.08600000000000001,0.0,zinc finger DHHC-type containing 2
ABCG2,ENSG00000118777,0.08464444444444445,0.0,0.0,0.0,0.0,0.0,0.08464444444444445,0.0,ATP binding cassette subfamily G member 2 (Junior blood group)
IGFBP3,ENSG00000146674,0.0840774836883532,0.0,0.0,0.0,0.0,0.012162601088888891,0.08103683341613098,0.0,insulin like growth factor binding protein 3
PRKN,ENSG00000185345,0.08381079931972789,0.0,0.0,0.0,0.0,0.0,0.08381079931972789,0.0,parkin RBR E3 ubiquitin protein ligase
SMN2,ENSG00000205571,0.08365523582611308,0.0,0.0,0.0,0.0,0.0,0.08365523582611308,0.0,"survival of motor neuron 2, centromeric"
PPARA,ENSG00000186951,0.08361361472954655,0.0,0.0,0.0,0.0,0.0,0.08361361472954655,0.0,peroxisome proliferator activated receptor alpha
VPS4B,ENSG00000119541,0.08320000000000001,0.0,0.0,0.0,0.0,0.0,0.08320000000000001,0.0,vacuolar protein sorting 4 homolog B
STX1A,ENSG00000106089,0.083,0.0,0.0,0.0,0.0,0.0,0.083,0.0,syntaxin 1A
CDK9,ENSG00000136807,0.0816,0.0,0.0,0.0,0.0,0.0,0.0816,0.0,cyclin dependent kinase 9
RNPEP,ENSG00000176393,0.08093055555555555,0.0,0.0,0.0,0.0,0.0,0.08093055555555555,0.0,arginyl aminopeptidase
PARP1,ENSG00000143799,0.08021377777777779,0.0,0.0,0.0,0.0,0.0,0.08021377777777779,0.0,poly(ADP-ribose) polymerase 1
NINL,ENSG00000101004,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,ninein like
CLIP1,ENSG00000130779,0.07984166666666667,0.0,0.0,0.0,0.0,0.0,0.07984166666666667,0.0,CAP-Gly domain containing linker protein 1
SLC12A5,ENSG00000124140,0.07974444444444445,0.0,0.0,0.0,0.0,0.0,0.07974444444444445,0.0,solute carrier family 12 member 5
APLN,ENSG00000171388,0.0792,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,apelin
HCRT,ENSG00000161610,0.0792,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,hypocretin neuropeptide precursor
LXN,ENSG00000079257,0.07824565325,0.0,0.0,0.0,0.0,0.003382613,0.07740000000000001,0.0,latexin
CHIT1,ENSG00000133063,0.07780755555555556,0.0,0.0,0.0,0.0,0.0,0.07780755555555556,0.0,chitinase 1
TNNT1,ENSG00000105048,0.0776,0.0,0.0,0.0,0.0,0.0,0.0776,0.0,"troponin T1, slow skeletal type"
PTPN4,ENSG00000088179,0.0776,0.0,0.0,0.0,0.0,0.0,0.0776,0.0,"protein tyrosine phosphatase, non-receptor type 4"
RMDN3,ENSG00000137824,0.07745941043083902,0.0,0.0,0.0,0.0,0.0,0.07745941043083902,0.0,regulator of microtubule dynamics 3
NCAM1,ENSG00000149294,0.07745702569916856,0.0,0.0,0.0,0.0,0.0,0.07745702569916856,0.0,neural cell adhesion molecule 1
NFE2L2,ENSG00000116044,0.07724697483670977,0.0,0.0,0.0,0.0,0.0,0.07724697483670977,0.0,"nuclear factor, erythroid 2 like 2"
COMMD1,ENSG00000173163,0.0772,0.0,0.0,0.0,0.0,0.0,0.0772,0.0,copper metabolism domain containing 1
INS,ENSG00000254647,0.07667702503733115,0.0,0.0,0.0,0.0,0.0,0.07667702503733115,0.0,insulin
AKT1,ENSG00000142208,0.07641388888888889,0.0,0.0,0.0,0.0,0.0,0.07641388888888889,0.0,AKT serine/threonine kinase 1
NOS1,ENSG00000089250,0.07618742221665373,0.0,0.0,0.0,0.0,0.0,0.07618742221665373,0.0,nitric oxide synthase 1
SIRT3,ENSG00000142082,0.07596614802217182,0.0,0.0,0.0,0.0,0.0,0.07596614802217182,0.0,sirtuin 3
PTEN,ENSG00000171862,0.07571555555555555,0.0,0.0,0.0,0.0,0.0,0.07571555555555555,0.0,phosphatase and tensin homolog
IL4,ENSG00000113520,0.07561372462583947,0.0,0.0,0.0,0.0,0.0,0.07561372462583947,0.0,interleukin 4
IL5,ENSG00000113525,0.07542000000000001,0.0,0.0,0.0,0.0,0.0,0.07542000000000001,0.0,interleukin 5
PRMT8,ENSG00000111218,0.0752,0.0,0.0,0.0,0.0,0.0,0.0752,0.0,protein arginine methyltransferase 8
BECN1,ENSG00000126581,0.07504201533423287,0.0,0.0,0.0,0.0,0.0,0.07504201533423287,0.0,beclin 1
ARG1,ENSG00000118520,0.07475555555555555,0.0,0.0,0.0,0.0,0.0,0.07475555555555555,0.0,arginase 1
SPAG8,ENSG00000137098,0.07440000000000001,0.0,0.0,0.0,0.0,0.0,0.07440000000000001,0.0,sperm associated antigen 8
DNM2,ENSG00000079805,0.074,0.0,0.0,0.0,0.0,0.0,0.074,0.0,dynamin 2
HDAC6,ENSG00000094631,0.07391857748695786,0.0,0.0,0.0,0.0,0.0,0.07391857748695786,0.0,histone deacetylase 6
IL15,ENSG00000164136,0.07381155555555555,0.0,0.0,0.0,0.0,0.0,0.07381155555555555,0.0,interleukin 15
TTBK1,ENSG00000146216,0.0738,0.0,0.0,0.0,0.0,0.0,0.0738,0.0,tau tubulin kinase 1
EWSR1,ENSG00000182944,0.07336063192712429,0.0,0.0,0.0,0.0,0.0,0.07336063192712429,0.0,EWS RNA binding protein 1
CHCHD2,ENSG00000106153,0.07323722222222223,0.0,0.0,0.0,0.0,0.0,0.07323722222222223,0.0,coiled-coil-helix-coiled-coil-helix domain containing 2
PINK1,ENSG00000158828,0.07316529931972789,0.0,0.0,0.0,0.0,0.0,0.07316529931972789,0.0,PTEN induced kinase 1
CD59,ENSG00000085063,0.0728,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,CD59 molecule (CD59 blood group)
CYBB,ENSG00000165168,0.0727529598152537,0.0,0.0,0.0,0.0,0.0,0.0727529598152537,0.0,cytochrome b-245 beta chain
CASP1,ENSG00000137752,0.07192595374907913,0.0,0.0,0.0,0.0,0.0,0.07192595374907913,0.0,caspase 1
MUSK,ENSG00000030304,0.07123989512471655,0.0,0.0,0.0,0.0,0.0,0.07123989512471655,0.0,muscle associated receptor tyrosine kinase
UBQLN1,ENSG00000135018,0.07117111111111112,0.0,0.0,0.0,0.0,0.0,0.07117111111111112,0.0,ubiquilin 1
LIF,ENSG00000128342,0.07115684637188209,0.0,0.0,0.0,0.0,0.0,0.07115684637188209,0.0,LIF interleukin 6 family cytokine
P2RY12,ENSG00000169313,0.07104444444444444,0.0,0.0,0.0,0.0,0.0,0.07104444444444444,0.0,purinergic receptor P2Y12
IGF2,ENSG00000167244,0.07101854187339014,0.0,0.0,0.0,0.0,0.014580213000000002,0.06737348862339014,0.0,insulin like growth factor 2
RET,ENSG00000165731,0.07101111111111111,0.0,0.0,0.0,0.0,0.0,0.07101111111111111,0.0,ret proto-oncogene
HSPB1,ENSG00000106211,0.07091196836570293,0.0,0.0,0.0,0.0,0.0032096331,0.07010956009070293,0.0,heat shock protein family B (small) member 1
FGF1,ENSG00000113578,0.07053888888888889,0.0,0.0,0.0,0.0,0.0,0.07053888888888889,0.0,fibroblast growth factor 1
NIPA1,ENSG00000170113,0.06999666666666668,0.0,0.0,0.0,0.0,0.0,0.06999666666666668,0.0,NIPA magnesium transporter 1
CCL3,ENSG00000277632,0.0698,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,C-C motif chemokine ligand 3
GJD2,ENSG00000159248,0.0697,0.0,0.0,0.0,0.0,0.0,0.0697,0.0,gap junction protein delta 2
XIAP,ENSG00000101966,0.06933379176666667,0.0,0.0,0.0,0.0,0.011700500400000001,0.06640866666666667,0.0,X-linked inhibitor of apoptosis
RNF19A,ENSG00000034677,0.06918187194507436,0.0,0.0,0.0,0.0,0.0,0.06918187194507436,0.0,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
AGRN,ENSG00000188157,0.06916203138819445,0.0,0.0,0.0,0.0,0.010170347775000001,0.06661944444444445,0.0,agrin
SLC8A3,ENSG00000100678,0.06870000000000001,0.0,0.0,0.0,0.0,0.0,0.06870000000000001,0.0,solute carrier family 8 member A3
AC010889.1,ENSG00000260197,0.068430739472,0.0,0.0,0.0,0.0,0.068430739472,0.0,0.0,
PABPC1,ENSG00000070756,0.06841111111111112,0.0,0.0,0.0,0.0,0.0,0.06841111111111112,0.0,poly(A) binding protein cytoplasmic 1
CALB1,ENSG00000104327,0.06822660484040571,0.0,0.0,0.0,0.0,0.0,0.06822660484040571,0.0,calbindin 1
PRL,ENSG00000172179,0.06808111111111112,0.0,0.0,0.0,0.0,0.0,0.06808111111111112,0.0,prolactin
NGF,ENSG00000134259,0.06798994335592763,0.0,0.0,0.0,0.0,0.0,0.06798994335592763,0.0,nerve growth factor
ARHGEF28,ENSG00000214944,0.06792167085199553,0.0,0.0,0.0,0.0,0.0,0.06792167085199553,0.0,Rho guanine nucleotide exchange factor 28
ELAVL1,ENSG00000066044,0.0678895566893424,0.0,0.0,0.0,0.0,0.0,0.0678895566893424,0.0,ELAV like RNA binding protein 1
MTDH,ENSG00000147649,0.06783333333333333,0.0,0.0,0.0,0.0,0.0,0.06783333333333333,0.0,metadherin
TMSB4Y,ENSG00000154620,0.06782657790972223,0.0,0.0,0.0,0.0,0.06782657790972223,0.0,0.0,thymosin beta 4 Y-linked
MT3,ENSG00000087250,0.0675012483623079,0.0,0.0,0.0,0.0,0.0,0.0675012483623079,0.0,metallothionein 3
TGM6,ENSG00000166948,0.0674,0.0,0.0,0.0,0.0,0.0,0.0674,0.0,transglutaminase 6
CX3CL1,ENSG00000006210,0.06692637641723356,0.0,0.0,0.0,0.0,0.0,0.06692637641723356,0.0,C-X3-C motif chemokine ligand 1
MTHFSD,ENSG00000103248,0.0668,0.0,0.0,0.0,0.0,0.0,0.0668,0.0,methenyltetrahydrofolate synthetase domain containing
TGFB2,ENSG00000092969,0.06661111111111111,0.0,0.0,0.0,0.0,0.0,0.06661111111111111,0.0,transforming growth factor beta 2
CLU,ENSG00000120885,0.06614444444444445,0.0,0.0,0.0,0.0,0.0,0.06614444444444445,0.0,clusterin
EPO,ENSG00000130427,0.06612272915016898,0.0,0.0,0.0,0.0,0.0,0.06612272915016898,0.0,erythropoietin
NLRP3,ENSG00000162711,0.06581236520534138,0.0,0.0,0.0,0.0,0.0,0.06581236520534138,0.0,NLR family pyrin domain containing 3
PDIA3,ENSG00000167004,0.06574586282816142,0.0,0.0,0.0,0.0,0.0,0.06574586282816142,0.0,protein disulfide isomerase family A member 3
TF,ENSG00000091513,0.06566211899317245,0.0,0.0,0.0,0.0,0.0,0.06566211899317245,0.0,transferrin
STAU1,ENSG00000124214,0.0648,0.0,0.0,0.0,0.0,0.0,0.0648,0.0,staufen double-stranded RNA binding protein 1
ANXA6,ENSG00000197043,0.0641,0.0,0.0,0.0,0.0,0.0,0.0641,0.0,annexin A6
TRH,ENSG00000170893,0.06403651928122617,0.0,0.0,0.0,0.0,0.0,0.06403651928122617,0.0,thyrotropin releasing hormone
AFF1,ENSG00000172493,0.064,0.0,0.0,0.0,0.0,0.0,0.064,0.0,AF4/FMR2 family member 1
RNASE3,ENSG00000169397,0.064,0.0,0.0,0.0,0.0,0.0,0.064,0.0,ribonuclease A family member 3
PCBD1,ENSG00000166228,0.06384266666666666,0.0,0.0,0.0,0.0,0.0,0.06384266666666666,0.0,pterin-4 alpha-carbinolamine dehydratase 1
GLE1,ENSG00000119392,0.06374161829176116,0.0,0.0,0.0,0.0,0.0,0.06374161829176116,0.0,GLE1 RNA export mediator
AIFM1,ENSG00000156709,0.06362055555555556,0.0,0.0,0.0,0.0,0.0,0.06362055555555556,0.0,apoptosis inducing factor mitochondria associated 1
EMD,ENSG00000102119,0.06336422222222222,0.0,0.0,0.0,0.0,0.0,0.06336422222222222,0.0,emerin
CASP3,ENSG00000164305,0.06320567981826705,0.0,0.0,0.0,0.0,0.0,0.06320567981826705,0.0,caspase 3
CEBPZ,ENSG00000115816,0.0632,0.0,0.0,0.0,0.0,0.0,0.0632,0.0,CCAAT enhancer binding protein zeta
CTSB,ENSG00000164733,0.06317793373645755,0.0,0.0,0.0,0.0,0.0,0.06317793373645755,0.0,cathepsin B
NOP56,ENSG00000101361,0.06315377777777778,0.0,0.0,0.0,0.0,0.0,0.06315377777777778,0.0,NOP56 ribonucleoprotein
HIF1A,ENSG00000100644,0.062707834643613,0.0,0.0,0.0,0.0,0.008605458,0.060556470143613005,0.0,hypoxia inducible factor 1 subunit alpha
FXN,ENSG00000165060,0.06240944444444444,0.0,0.0,0.0,0.0,0.0,0.06240944444444444,0.0,frataxin
TIAM1,ENSG00000156299,0.0621088508,0.0588088508,0.0,0.0,0.0,0.0,0.0132,0.0,T cell lymphoma invasion and metastasis 1
VSNL1,ENSG00000163032,0.0621,0.0,0.0,0.0,0.0,0.0,0.0621,0.0,visinin like 1
DDX3X,ENSG00000215301,0.0616,0.0,0.0,0.0,0.0,0.0,0.0616,0.0,DEAD-box helicase 3 X-linked
HNRNPA3,ENSG00000170144,0.061566666666666665,0.0,0.0,0.0,0.0,0.0,0.061566666666666665,0.0,heterogeneous nuclear ribonucleoprotein A3
GJA1,ENSG00000152661,0.061526000000000004,0.0,0.0,0.0,0.0,0.0,0.061526000000000004,0.0,gap junction protein alpha 1
PAWR,ENSG00000177425,0.06144444444444445,0.0,0.0,0.0,0.0,0.0,0.06144444444444445,0.0,pro-apoptotic WT1 regulator
ICAM1,ENSG00000090339,0.06134122780555556,0.0,0.0,0.0,0.0,0.010302689,0.05876555555555556,0.0,intercellular adhesion molecule 1
SLC1A3,ENSG00000079215,0.06132741427311665,0.0,0.0,0.0,0.0,0.0,0.06132741427311665,0.0,solute carrier family 1 member 3
BPTF,ENSG00000171634,0.061200000000000004,0.0,0.0,0.0,0.0,0.0,0.061200000000000004,0.0,bromodomain PHD finger transcription factor
IFNB1,ENSG00000171855,0.06119822222222222,0.0,0.0,0.0,0.0,0.0,0.06119822222222222,0.0,interferon beta 1
CP,ENSG00000047457,0.06080237311190476,0.0,0.0,0.0,0.0,0.0059018734,0.05932690476190476,0.0,ceruloplasmin
KIR3DL2,ENSG00000240403,0.0608,0.0,0.0,0.0,0.0,0.0,0.0608,0.0,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
HLA-F,ENSG00000204642,0.0608,0.0,0.0,0.0,0.0,0.0,0.0608,0.0,"major histocompatibility complex, class I, F"
CFD,ENSG00000197766,0.06080000000000001,0.0,0.0,0.0,0.0,0.0,0.06080000000000001,0.0,complement factor D
CTSD,ENSG00000117984,0.06010444444444444,0.0,0.0,0.0,0.0,0.0,0.06010444444444444,0.0,cathepsin D
HEPACAM,ENSG00000165478,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,hepatic and glial cell adhesion molecule
GRN,ENSG00000030582,0.05990385510482942,0.0,0.0,0.0,0.0,0.0,0.05990385510482942,0.0,granulin precursor
AFAP1,ENSG00000196526,0.059895000000000004,0.0,0.0,0.0,0.0,0.059895000000000004,0.0,0.0,actin filament associated protein 1
HMBS,ENSG00000256269,0.05954259060568435,0.0,0.0,0.0,0.0,0.0,0.05954259060568435,0.0,hydroxymethylbilane synthase
LOX,ENSG00000113083,0.059533333333333334,0.0,0.0,0.0,0.0,0.0,0.059533333333333334,0.0,lysyl oxidase
GAD1,ENSG00000128683,0.05952322222222223,0.0,0.0,0.0,0.0,0.0,0.05952322222222223,0.0,glutamate decarboxylase 1
HSPB8,ENSG00000152137,0.059501203275800676,0.0,0.0,0.0,0.0,0.0,0.059501203275800676,0.0,heat shock protein family B (small) member 8
RAN,ENSG00000132341,0.059379283004726065,0.0,0.0,0.0,0.0,0.0,0.059379283004726065,0.0,"RAN, member RAS oncogene family"
NCL,ENSG00000115053,0.05935722222222222,0.0,0.0,0.0,0.0,0.0,0.05935722222222222,0.0,nucleolin
MYH8,ENSG00000133020,0.05928808555000001,0.0,0.0,0.0,0.0,0.05928808555000001,0.0,0.0,myosin heavy chain 8
SPAST,ENSG00000021574,0.059214222222222224,0.0,0.0,0.0,0.0,0.0,0.059214222222222224,0.0,spastin
ATF3,ENSG00000162772,0.058918023449999996,0.0,0.0,0.0,0.0,0.0118480938,0.05595599999999999,0.0,activating transcription factor 3
AGTPBP1,ENSG00000135049,0.058800000000000005,0.0,0.0,0.0,0.0,0.0,0.058800000000000005,0.0,ATP/GTP binding protein 1
IL18,ENSG00000150782,0.058585333333333336,0.0,0.0,0.0,0.0,0.0,0.058585333333333336,0.0,interleukin 18
CHAT,ENSG00000070748,0.058458059356741254,0.0,0.0,0.0,0.0,0.0,0.058458059356741254,0.0,choline O-acetyltransferase
CHRNA1,ENSG00000138435,0.0583747017,0.0,0.0,0.0,0.0,0.0563747017,0.008,0.0,cholinergic receptor nicotinic alpha 1 subunit
CCN2,ENSG00000118523,0.05831644444444444,0.0,0.0,0.0,0.0,0.0,0.05831644444444444,0.0,cellular communication network factor 2
GRM1,ENSG00000152822,0.05827732387417778,0.0,0.0,0.0,0.0,0.0,0.05827732387417778,0.0,glutamate metabotropic receptor 1
SUMO1,ENSG00000116030,0.058088888888888884,0.0,0.0,0.0,0.0,0.0,0.058088888888888884,0.0,small ubiquitin-like modifier 1
TBX5,ENSG00000089225,0.058,0.0,0.0,0.0,0.0,0.058,0.0,0.0,T-box 5
RTN4R,ENSG00000040608,0.05781922222222222,0.0,0.0,0.0,0.0,0.0,0.05781922222222222,0.0,reticulon 4 receptor
IGFBP2,ENSG00000115457,0.05771302113186872,0.0,0.0,0.0,0.0,0.0035734242,0.05681966508186872,0.0,insulin like growth factor binding protein 2
NTF4,ENSG00000225950,0.05739888888888889,0.0,0.0,0.0,0.0,0.0,0.05739888888888889,0.0,neurotrophin 4
TTR,ENSG00000118271,0.057392741205215425,0.0,0.0,0.0,0.0,0.0055152460000000006,0.056013929705215425,0.0,transthyretin
FST,ENSG00000134363,0.0573079989513889,0.0,0.0,0.0,0.0,0.02965421802777778,0.04989444444444445,0.0,follistatin
C19orf12,ENSG00000131943,0.05728333333333333,0.0,0.0,0.0,0.0,0.0,0.05728333333333333,0.0,chromosome 19 open reading frame 12
LRG1,ENSG00000171236,0.0572,0.0,0.0,0.0,0.0,0.0,0.0572,0.0,leucine rich alpha-2-glycoprotein 1
AATK,ENSG00000181409,0.057100000000000005,0.0,0.0,0.0,0.0,0.0,0.057100000000000005,0.0,apoptosis associated tyrosine kinase
DAO,ENSG00000110887,0.056929589934712775,0.0,0.0,0.0,0.0,0.0,0.056929589934712775,0.0,D-amino acid oxidase
TMX2,ENSG00000213593,0.0568,0.0,0.0,0.0,0.0,0.0,0.0568,0.0,thioredoxin related transmembrane protein 2
SLCO6A1,ENSG00000205359,0.05676726984126984,0.0,0.0,0.0,0.0,0.0,0.05676726984126984,0.0,solute carrier organic anion transporter family member 6A1
MTHFR,ENSG00000177000,0.05670621088435375,0.0,0.0,0.0,0.0,0.0,0.05670621088435375,0.0,methylenetetrahydrofolate reductase
